,id,Nombre_Materia,Descripcion,Status,Horario,Fecha_Materia
1256,38cdee5b0be946dca90ff4868f49d52b,Educación Fisica,Placeat dolores neque nihil rerum cumque libero molestiae.,Inactivo,9:15-10:15,2022-06-12
1257,6011b24ff02245b2bac09cc436180361,Artes,Doloribus dolor minima ab aut qui distinctio.,Inactivo,9:15-10:15,2022-07-18
1258,7e40eda53baa4559991224a572e20691,Lenguaje y Comunicación,Commodi id numquam.,Inactivo,9:15-10:15,2022-07-27
1259,a8f6e69869ad4653a89d39bbea0407ef,Educación Fisica,Minima tenetur praesentium fugiat.,Inactivo,8:15-9:15,2022-08-08
1260,5302f2f25a354712837cb27841eace2a,Pensamiento Matemáico,Aspernatur molestiae quos hic.,Inactivo,7:15-8:15,2022-06-08
1261,a640728d59654bb1ac202000ad3c27fe,Educación SocioEmocional,A natus eveniet dolorem ad sint.,Activo,8:15-9:15,2022-07-01
1262,83d55e3fa4244ed7b215f5c7aaec4841,Artes,Ad quaerat vel quia fuga quia similique alias.,Activo,8:15-9:15,2022-07-28
1263,1fa4d1f07f3e4be78fcf2e14fee1a19e,Educación SocioEmocional,Aliquid unde eius aperiam earum error ratione.,Activo,9:15-10:15,2022-06-15
1264,2d6ca9fc485f473c95e1a96cbe459f15,Educación SocioEmocional,Commodi animi magni sequi iusto.,Inactivo,7:15-8:15,2022-06-27
1265,00dce2068754465baf80b04639708d3b,Lenguaje y Comunicación,Explicabo neque porro consectetur eum.,Inactivo,11:00-12:00,2022-06-18
1266,57d55e1043314f1ea8e34a8f15b08b19,Lenguaje y Comunicación,Eius ad minima quisquam debitis.,Inactivo,7:15-8:15,2022-07-07
1267,9e34967f344943cf8638c0883b5ae2b3,Educación SocioEmocional,Cum corporis atque.,Inactivo,7:15-8:15,2022-08-13
1268,278fe9223dad4f41975e9e7305c0064c,Lenguaje y Comunicación,Corporis mollitia sint officiis ex laboriosam hic.,Activo,7:15-8:15,2022-07-28
1269,a12020e1894543268c840ec3ffad751b,Artes,Eum exercitationem officia aperiam adipisci voluptate aut.,Activo,11:00-12:00,2022-07-18
1270,8b824b60b0104d00a161420cd559b7e7,Educación Fisica,Reiciendis dolor accusantium doloremque suscipit.,Inactivo,7:15-8:15,2022-08-16
1271,91eadf943d454f73a251b6d81aa03d36,Lenguaje y Comunicación,Quos optio at ex.,Activo,7:15-8:15,2022-06-01
1272,476c21f2054e4683b9c9d47b57902332,Lenguaje y Comunicación,Commodi minus autem aut eos laudantium.,Activo,7:15-8:15,2022-06-10
1273,5b47246faca24314ad1da78b53ace26c,Educación Fisica,Tempora aperiam fuga.,Inactivo,8:15-9:15,2022-06-16
1274,f185fd2756484738bf4c1d1c0917d020,Pensamiento Matemáico,Omnis consectetur laudantium sit repudiandae veniam dolore.,Inactivo,8:15-9:15,2022-07-06
1275,cce2bc061bde470fa183f8c1cf1a46df,Artes,Iste iusto dolores qui iste ex sint eaque.,Inactivo,11:00-12:00,2022-07-26
1276,1c49a30cf77740d8847e902688bda643,Lenguaje y Comunicación,Ex sit tenetur quaerat.,Inactivo,11:00-12:00,2022-07-03
1277,21a32847a3054dc081952f31a2887c93,Lenguaje y Comunicación,Aspernatur sint occaecati at nihil error architecto.,Activo,8:15-9:15,2022-06-05
1278,d9bf9f21dea04c7f8c350336febaac25,Pensamiento Matemáico,Quidem voluptate nisi.,Inactivo,11:00-12:00,2022-08-14
1279,9e24f5c9489b47389214d58b8ad6d8f0,Educación SocioEmocional,Culpa reprehenderit tenetur sed.,Inactivo,11:00-12:00,2022-07-26
1280,2f932c69684940a5b305c869713503da,Pensamiento Matemáico,Dolor deleniti facere eius repellendus exercitationem perspiciatis ipsam.,Inactivo,11:00-12:00,2022-06-03
1281,f1eb06535a8b416f8fff32e8b9860779,Educación SocioEmocional,Incidunt fugiat possimus.,Inactivo,8:15-9:15,2022-07-25
1282,ff70b920035645e4b7e197cd1d2b7e56,Pensamiento Matemáico,Rem impedit fuga pariatur eum ducimus.,Inactivo,8:15-9:15,2022-07-21
1283,f5112d1683f64109b70d3f10fded89b6,Educación Fisica,Perspiciatis voluptates unde minima id pariatur fugit eveniet.,Inactivo,7:15-8:15,2022-08-18
1284,179a05556aaf4bdd98a44df086aae115,Exploración y Comprensión del mundo natural y social,Quae illo quisquam possimus officia cum.,Activo,8:15-9:15,2022-06-14
1285,640c8d0f95e1401a9b3a790c6f8d18dd,Pensamiento Matemáico,Neque voluptatem repellendus consectetur.,Activo,9:15-10:15,2022-07-09
1286,b4cfe76ac27b47b4a43f5cbdb2eaa2e9,Educación SocioEmocional,Quo minima nemo quae.,Inactivo,8:15-9:15,2022-07-20
1287,1b4b59e6138a4fb0a61036af054c30ff,Lenguaje y Comunicación,Eligendi eum quo neque doloribus molestias.,Activo,9:15-10:15,2022-08-04
1288,f9fa56ef35ec44578695dbaf2c2019aa,Pensamiento Matemáico,Commodi repellendus fugiat placeat impedit accusantium.,Activo,11:00-12:00,2022-07-02
1289,0917566be4f3466daaa6a79297d42006,Pensamiento Matemáico,Ad error alias voluptatum quos enim.,Activo,7:15-8:15,2022-07-28
1290,bbb6e53731a74cc09999ee39a7f05644,Educación SocioEmocional,Sint omnis delectus maiores fugit nostrum.,Inactivo,9:15-10:15,2022-06-04
1291,bdac17360ba1463cb4e39cf228118ed0,Pensamiento Matemáico,Suscipit ex accusamus et nemo explicabo.,Inactivo,8:15-9:15,2022-07-29
1292,2a81692a9ce54f05b35de7bd3459f2ab,Pensamiento Matemáico,Omnis minima repellendus voluptatem veritatis labore.,Activo,11:00-12:00,2022-07-23
1293,fbf93fa18f9b425da469072b90b87c39,Lenguaje y Comunicación,Modi accusamus consequatur sed.,Inactivo,11:00-12:00,2022-07-05
1294,0fe210dfcf704419a464f45e25bb7e80,Pensamiento Matemáico,Culpa eum dolorem sunt esse debitis nam.,Activo,8:15-9:15,2022-06-14
1295,7796299bb59b4023b047aa0117cdba82,Educación SocioEmocional,Asperiores fugit et.,Activo,11:00-12:00,2022-06-08
1296,108df70775ce40df87e54fb3bd3f090a,Pensamiento Matemáico,Soluta adipisci dolore neque.,Inactivo,11:00-12:00,2022-07-26
1297,48817b8d24534c458a0ec6340ad0993d,Artes,Est consectetur asperiores quasi voluptate impedit.,Inactivo,9:15-10:15,2022-07-04
1298,c855d337c2fd42458ffd9efb72b50a50,Artes,Magnam maxime at quas ut voluptas veritatis.,Inactivo,8:15-9:15,2022-07-30
1299,9b9ec505892c4aaab98d22626eb3a658,Educación Fisica,Eos ipsum minus ea.,Activo,11:00-12:00,2022-06-26
1300,c0b42af94c774a3db251ca6bbd8ec2fb,Artes,Voluptates nihil officiis.,Activo,11:00-12:00,2022-06-18
1301,db26944ae1b54cdc8ce4ae2193cb6660,Pensamiento Matemáico,Vel id totam fuga.,Inactivo,11:00-12:00,2022-07-13
1302,34496f7cdfeb4cd0a8554e00c085191c,Exploración y Comprensión del mundo natural y social,Suscipit totam magni.,Inactivo,8:15-9:15,2022-07-06
1303,aba10dcdbbdc48fd842c124d603b2e56,Educación Fisica,Iure incidunt neque.,Activo,7:15-8:15,2022-07-21
1304,2a2355a038ae442aa94be510e6be6204,Pensamiento Matemáico,Voluptatum soluta quaerat odit.,Activo,8:15-9:15,2022-07-29
1305,670eeb7c154343bab3e762980d514410,Educación Fisica,Fugiat aperiam aliquid illum.,Activo,7:15-8:15,2022-07-05
1306,33f0b47732244840b2fef3242cc8797d,Educación Fisica,Sint omnis ut tempore ullam.,Activo,11:00-12:00,2022-06-18
1307,798b92808e6e40e1af11e87cd3a9c535,Educación Fisica,Voluptates inventore pariatur odio quia ad.,Inactivo,9:15-10:15,2022-07-19
1308,ee72a99d2de640cd94d309cb66c65799,Educación SocioEmocional,Iure reprehenderit necessitatibus fuga sit.,Activo,8:15-9:15,2022-07-10
1309,fdfb88a140c241e0b8d7b1d98902c37b,Pensamiento Matemáico,Ducimus at id unde.,Activo,8:15-9:15,2022-06-20
1310,1e3d798fd6a44b37857212b808f493a0,Educación SocioEmocional,Amet ratione tempora libero reiciendis reprehenderit cum ad.,Inactivo,7:15-8:15,2022-07-06
1311,f9acf6828b0149cbad85841982cd78f1,Exploración y Comprensión del mundo natural y social,Minus omnis esse esse possimus.,Activo,9:15-10:15,2022-08-02
1312,92cbfac81db04bfa919995a9325ccf00,Educación Fisica,Magnam sequi temporibus consequuntur minima blanditiis.,Activo,8:15-9:15,2022-07-01
1313,0370326a1eac426bacdc9e6588283536,Pensamiento Matemáico,Deleniti nulla facere deserunt omnis ut veritatis iusto.,Inactivo,8:15-9:15,2022-06-29
1314,5e1ed4469ef8465a9f10d4d2b68dbdf7,Educación Fisica,Praesentium explicabo possimus ut quaerat.,Activo,7:15-8:15,2022-07-31
1315,aff69408397c4f09826203363af92d2e,Educación SocioEmocional,Ut aut vitae ratione totam reiciendis ut.,Activo,8:15-9:15,2022-06-15
1316,706c8f8fcbf24b059aa88e3b889468e7,Exploración y Comprensión del mundo natural y social,In reprehenderit dolore quam nesciunt.,Activo,11:00-12:00,2022-07-20
1317,c8146d8294c44f2fba67c8c86ecc9f5e,Educación Fisica,Amet illo cumque eum ut consequuntur.,Inactivo,9:15-10:15,2022-07-25
1318,14bb4a5cb4fe421eb4ec080a14d9e128,Pensamiento Matemáico,Aut esse odit minus neque.,Activo,11:00-12:00,2022-07-31
1319,7083e2028ef945fe8ce5bc663d4bb8b3,Exploración y Comprensión del mundo natural y social,Error ad ipsam quam.,Inactivo,8:15-9:15,2022-07-12
1320,6db9538b60c640568d21889ad8ad10e8,Pensamiento Matemáico,Dignissimos atque aperiam ad voluptate.,Inactivo,7:15-8:15,2022-08-14
1321,41a0fba8639e4a83acd3d911c9511948,Exploración y Comprensión del mundo natural y social,Earum necessitatibus voluptas iusto esse.,Inactivo,9:15-10:15,2022-08-07
1322,ee00134df1c94dc09884d45272b9d755,Exploración y Comprensión del mundo natural y social,Sit sed ipsam velit quae occaecati saepe magni.,Inactivo,7:15-8:15,2022-08-15
1323,58f7a26e70a148759056f31a2cbd1249,Educación SocioEmocional,At sequi neque.,Inactivo,9:15-10:15,2022-06-08
1324,0563b51dab9f4ec5bb90fedcd5708390,Exploración y Comprensión del mundo natural y social,Rerum non delectus aspernatur.,Activo,8:15-9:15,2022-06-28
1325,7dd0ceb0f4b8464a94c6d7c5ee43902c,Educación Fisica,Impedit repudiandae exercitationem neque rem tempore iusto atque.,Inactivo,11:00-12:00,2022-08-07
1326,2edebfbfeb3e40bda378264737329f4c,Educación SocioEmocional,Quam quasi in omnis non non.,Inactivo,11:00-12:00,2022-08-12
1327,1ca627d619be4b5a80b50cb73a3b29fe,Artes,Tempora perferendis dignissimos provident eaque voluptas maxime ipsum.,Activo,8:15-9:15,2022-06-05
1328,12d07c049ed74e639f1ee016332d3878,Exploración y Comprensión del mundo natural y social,Optio iure aliquam eius possimus.,Activo,8:15-9:15,2022-07-02
1329,911d1590c26e4dc58128f934b4001ba4,Pensamiento Matemáico,Culpa sed debitis consectetur itaque molestiae praesentium facere.,Activo,11:00-12:00,2022-07-24
1330,03eed638c18b474285655701a99416ce,Lenguaje y Comunicación,Vitae quibusdam facilis sunt dolores recusandae molestias.,Activo,8:15-9:15,2022-08-05
1331,d1409bea87114eb2a08fb41c5f700e55,Pensamiento Matemáico,Harum expedita eaque quasi.,Inactivo,11:00-12:00,2022-07-02
1332,f147c9a8427740d996b8b990a206742c,Artes,Sed non excepturi.,Activo,11:00-12:00,2022-07-02
1333,6395678553cf42a58e8b2b7e0be3e81e,Lenguaje y Comunicación,Iure numquam sapiente nam.,Inactivo,8:15-9:15,2022-06-17
1334,82da3386e01944869107c51cb730d496,Exploración y Comprensión del mundo natural y social,Facere rem iste architecto quasi dolorem ad.,Activo,7:15-8:15,2022-07-07
1335,5d09a843d71c404b89f7ae1a9370b936,Educación Fisica,Eius commodi placeat nulla mollitia accusamus animi eos.,Inactivo,9:15-10:15,2022-07-26
1336,7587a5fd709549e0bd006261eb9f7e4a,Artes,Magnam deserunt sapiente.,Activo,7:15-8:15,2022-07-30
1337,fd1f38ff0f19417bb24a30b7203610de,Educación SocioEmocional,Quod minus perspiciatis fugiat.,Activo,8:15-9:15,2022-06-30
1338,9f892cb28ce6470388234caa9b2191c2,Pensamiento Matemáico,Unde rem deleniti ea.,Activo,7:15-8:15,2022-06-19
1339,b35ee2b0e6934dabacd15ba87eb0efb9,Educación SocioEmocional,Repudiandae ullam labore alias omnis quidem expedita.,Inactivo,11:00-12:00,2022-07-02
1340,b90c906de20d49c69ccf0c86f452053d,Exploración y Comprensión del mundo natural y social,At facere assumenda nesciunt natus culpa.,Inactivo,9:15-10:15,2022-08-18
1341,bd2bcc9a17f24148a035fbca62eaf94b,Pensamiento Matemáico,Est soluta natus quibusdam magnam optio impedit.,Activo,8:15-9:15,2022-07-10
1342,c94abe4f697049459d22bed42f65a08f,Educación SocioEmocional,Soluta praesentium quos earum.,Inactivo,8:15-9:15,2022-06-10
1343,6d840d8c641b4a0eae53fd39ca11db31,Exploración y Comprensión del mundo natural y social,Architecto officiis provident quibusdam error.,Activo,8:15-9:15,2022-06-14
1344,a537b2c642e244b3b0412551706d9bc7,Exploración y Comprensión del mundo natural y social,Minima facere ullam quaerat omnis.,Activo,11:00-12:00,2022-08-03
1345,41d982bde41443a28b2f86dea1ae446e,Educación SocioEmocional,Dignissimos debitis temporibus officiis nihil.,Inactivo,7:15-8:15,2022-06-12
1346,c3580c8c90e340dba87daf9d759bcb09,Educación Fisica,Porro fugit sit quisquam.,Inactivo,7:15-8:15,2022-07-13
1347,d720ad67d6a2487b9d11acc2aa3f590c,Educación Fisica,Fugiat quae suscipit amet quisquam eius eos.,Activo,8:15-9:15,2022-06-22
1348,7000c238aa204025b05ed7d0d01438b9,Pensamiento Matemáico,Dolor expedita eius quibusdam dolores.,Inactivo,7:15-8:15,2022-07-07
1349,1de947f2ebf24e799fd3016ea66ddee6,Pensamiento Matemáico,Excepturi at laboriosam id vel qui a hic.,Activo,7:15-8:15,2022-06-04
1350,19e1067ce7bb422f9b2254d9d1ff5ccc,Pensamiento Matemáico,Illo sint veritatis in natus odio.,Inactivo,8:15-9:15,2022-07-21
1351,6d371bc6270047098e78012ee2f2c9e8,Educación SocioEmocional,Eveniet earum aut dolorum.,Activo,8:15-9:15,2022-06-26
1352,41432242a16544e999c2bdb829345d02,Lenguaje y Comunicación,Itaque nisi assumenda sit ipsam enim dolorum.,Activo,8:15-9:15,2022-07-28
1353,6c63c627b8d649679e2bb670ca9aaaa9,Exploración y Comprensión del mundo natural y social,Qui voluptatem possimus ad aliquid.,Activo,9:15-10:15,2022-06-28
1354,bb38c50065d544d3b081791bb8c4cfaa,Artes,Esse sapiente quis et.,Inactivo,8:15-9:15,2022-07-06
1355,5968d8e1cbd445adbeb2810b326d8019,Educación Fisica,Alias dolorem eum.,Inactivo,11:00-12:00,2022-07-04
1356,1c05d83ca07442d7b50b6441848ef63b,Artes,Eaque nostrum nulla voluptatum quos quod laborum.,Activo,7:15-8:15,2022-08-11
1357,ea850331545f420eaa9d1f490c5c85f5,Educación Fisica,Ea commodi quasi ea nulla neque.,Inactivo,11:00-12:00,2022-07-17
1358,214aaee4e4504e48b32042ce3429300c,Educación SocioEmocional,Ipsa delectus ut sit molestias aut earum.,Inactivo,11:00-12:00,2022-07-09
1359,e0d50de346fb46b7be22ee49205e1a77,Educación SocioEmocional,Distinctio tenetur a voluptatibus quo eligendi.,Inactivo,7:15-8:15,2022-08-02
1360,279b8f7d1b6c4b9d9994790d0551afb0,Exploración y Comprensión del mundo natural y social,Ipsa voluptates iste debitis.,Activo,11:00-12:00,2022-07-23
1361,36a34157dde141418ff2652a509d7450,Exploración y Comprensión del mundo natural y social,Minus in voluptatibus placeat tempore vitae.,Activo,7:15-8:15,2022-08-04
1362,c667c62d87d14f9f99448e57650f29ae,Educación Fisica,Aliquid laudantium quae nisi.,Activo,9:15-10:15,2022-07-03
1363,35f7b375a94541d0b93bf26ed5a47a3e,Lenguaje y Comunicación,Quod quibusdam vitae porro delectus ipsam veniam.,Activo,7:15-8:15,2022-06-16
1364,31ba671ac21e4aa2a688a02cf0789799,Exploración y Comprensión del mundo natural y social,Explicabo odio iste totam.,Activo,9:15-10:15,2022-07-11
1365,6eaba5a3c2684257a422e7ac89fde84d,Educación SocioEmocional,Alias delectus laudantium.,Inactivo,7:15-8:15,2022-07-21
1366,7738a2862a414f2c9ac7d2d6080ba0bd,Artes,Nam et quos possimus maxime.,Activo,7:15-8:15,2022-07-09
1367,22a57e5510a44ce9b6d8aee2dbd2778c,Educación SocioEmocional,Laboriosam reprehenderit tempore repudiandae assumenda hic.,Activo,9:15-10:15,2022-08-17
1368,309b42d24a1c49e0903a536c51ae2c3a,Educación SocioEmocional,Repellendus provident id.,Inactivo,11:00-12:00,2022-08-10
1369,8df6376acdac49b1acb55bfaae46dbb7,Educación SocioEmocional,Fugit maxime voluptate dolorum.,Activo,9:15-10:15,2022-06-20
1370,9bd262c3d71742bba2382f1be98fc924,Educación Fisica,Ullam eos explicabo sequi.,Activo,9:15-10:15,2022-08-16
1371,9a2ca2aa79a74f0ebb56921bf2c00385,Lenguaje y Comunicación,Commodi similique placeat aspernatur voluptas neque.,Inactivo,8:15-9:15,2022-06-24
1372,77fe4b641c424869877784ab8d0b0ef5,Pensamiento Matemáico,Aspernatur nemo fugiat dolorem asperiores molestias qui sunt.,Activo,9:15-10:15,2022-06-14
1373,b7d43421f49f4798b0d4d1d7bb5598b1,Exploración y Comprensión del mundo natural y social,Impedit recusandae nihil odit harum alias iusto quis.,Activo,9:15-10:15,2022-07-06
1374,1f76de74ec71442e9ab15d4c534fc3c7,Educación SocioEmocional,Voluptatibus ea molestiae fuga ut.,Activo,8:15-9:15,2022-08-16
1375,2feef195d103435da68761cb64d7575a,Lenguaje y Comunicación,Eos distinctio fuga expedita.,Inactivo,7:15-8:15,2022-08-03
1376,dae4666a461f4c778fceb0117937a20f,Exploración y Comprensión del mundo natural y social,Beatae eius expedita possimus nulla consequatur.,Inactivo,7:15-8:15,2022-08-15
1377,5ae5eb0d2de74d7f91ef907e574ef50a,Educación SocioEmocional,Nostrum occaecati quae illum velit optio.,Inactivo,8:15-9:15,2022-08-07
1378,ef773b956f384b93a94626141a7be43b,Pensamiento Matemáico,Quia iste reiciendis pariatur earum necessitatibus nostrum.,Inactivo,9:15-10:15,2022-06-26
1379,e5d7c1bfb72a4481a6bafc51a6572638,Pensamiento Matemáico,Velit consectetur rerum.,Activo,9:15-10:15,2022-06-10
1380,c9dea7da0d9c4be8bb47d4dde716e219,Pensamiento Matemáico,Voluptas atque fugit corporis molestias vitae molestiae.,Activo,7:15-8:15,2022-06-29
1381,16813357f7c84858bc2cb95be038aed0,Exploración y Comprensión del mundo natural y social,Molestiae excepturi quae ullam cumque.,Activo,8:15-9:15,2022-07-30
1382,434ceea64e0d4e6ab1b89ea951ee82d3,Educación SocioEmocional,Ratione placeat aut reprehenderit facere laborum officiis distinctio.,Activo,8:15-9:15,2022-06-22
1383,699b5ffd6a2244779183025636b5249b,Pensamiento Matemáico,Rem officia expedita nisi quia accusamus autem.,Inactivo,11:00-12:00,2022-06-16
1384,269cb99d58d044a49991099e17ec541a,Educación SocioEmocional,Praesentium perferendis excepturi expedita.,Inactivo,7:15-8:15,2022-07-30
1385,b28126d438314727b612c98d97886550,Exploración y Comprensión del mundo natural y social,Quidem eligendi ex.,Activo,7:15-8:15,2022-07-04
1386,9dd5cf9837354fa3adc4d4f9c3faa23a,Lenguaje y Comunicación,Beatae et corporis adipisci doloribus.,Activo,8:15-9:15,2022-07-04
1387,ed2861bc86c344edb86f4a5cca64eadb,Pensamiento Matemáico,Rem voluptatum et exercitationem debitis ipsam.,Activo,7:15-8:15,2022-07-12
1388,c845503499da4bf99fe4672bdbe14b7b,Pensamiento Matemáico,Aut commodi nobis.,Inactivo,11:00-12:00,2022-07-23
1389,27cb770253e240b1bee572d6911f9328,Educación Fisica,Consequuntur doloribus eos eveniet molestiae.,Activo,11:00-12:00,2022-06-12
1390,942f3e568f3f43bbbfba76b727169e9a,Lenguaje y Comunicación,Officia enim totam doloremque.,Inactivo,9:15-10:15,2022-07-12
1391,289e43b75ba545d1ac78f88449190a43,Artes,Mollitia dolorum impedit.,Inactivo,7:15-8:15,2022-06-14
1392,64d99343d01f42518e7011c8f62ff92c,Lenguaje y Comunicación,Ullam pariatur error ab saepe quos veritatis.,Inactivo,11:00-12:00,2022-06-12
1393,f931a992e0574c8db9c67d9222192fb5,Exploración y Comprensión del mundo natural y social,Iusto consequatur aspernatur.,Activo,11:00-12:00,2022-07-02
1394,aff3fcccd471442692c8acd2a5eb89b5,Artes,Esse eos sit quisquam quos omnis.,Inactivo,11:00-12:00,2022-08-17
1395,bc2c2aceead043769d0bf179c8543aec,Educación SocioEmocional,Repellat adipisci rerum voluptatibus.,Activo,11:00-12:00,2022-07-26
1396,867d52778592481094f0bc8b5c827f20,Artes,Dicta excepturi ducimus.,Activo,7:15-8:15,2022-07-05
1397,f7488cc772bb49eea6784a734065620b,Exploración y Comprensión del mundo natural y social,Dicta fuga sint nihil consectetur.,Inactivo,9:15-10:15,2022-07-09
1398,23b784bcca81429a8cf4d065aca83342,Lenguaje y Comunicación,Explicabo a corporis rem.,Activo,7:15-8:15,2022-08-17
1399,9e5a52c710eb4612980681204a56980f,Educación SocioEmocional,Expedita laborum repudiandae accusantium blanditiis explicabo impedit.,Activo,9:15-10:15,2022-08-17
1400,8c98e7a191924a3193824a2c77dd9804,Lenguaje y Comunicación,Est voluptatibus vitae aliquid recusandae iusto.,Inactivo,8:15-9:15,2022-08-15
1401,bfff75939be749df89281363b5e633e0,Educación SocioEmocional,Quasi ut incidunt voluptate quidem rem voluptatum suscipit.,Activo,7:15-8:15,2022-06-11
1402,dc4c9c0a435248999b30b0868b6ef546,Educación SocioEmocional,Quia fuga voluptatum quae accusamus architecto facilis.,Inactivo,11:00-12:00,2022-06-20
1403,2cf15d4a842e46e8962df282a7ab646f,Artes,Saepe voluptatibus deleniti commodi eius quod.,Inactivo,11:00-12:00,2022-07-28
1404,280eab1d36e14d26a6c214f4ca51889c,Exploración y Comprensión del mundo natural y social,Hic culpa provident doloribus.,Inactivo,9:15-10:15,2022-07-29
1405,825d0eac7b91442ab5a2d9ce22c405f3,Educación SocioEmocional,Quam at dolorum rem culpa non laborum iure.,Inactivo,8:15-9:15,2022-08-07
1406,5994370284844cc1a6dab9854c220ba6,Artes,Labore fugit similique dolore animi ipsum eaque.,Activo,9:15-10:15,2022-07-22
1407,e5d73db01fb64fe1b0a7df1f7a7a1713,Artes,Alias est debitis facilis.,Inactivo,11:00-12:00,2022-08-08
1408,a257b6b2ee544845b20e1aacbf7021bc,Pensamiento Matemáico,Repudiandae tempora doloremque non.,Activo,11:00-12:00,2022-06-17
1409,48cf97057d3340b0b195ccb3a9fbe5da,Artes,Doloremque aut assumenda voluptate.,Inactivo,9:15-10:15,2022-07-23
1410,57c0eaa95170444688cdce2f7ced6c9f,Educación Fisica,Atque sed magni beatae nulla unde.,Inactivo,11:00-12:00,2022-07-14
1411,a4ea6af9f17f405db7c4b670197879b9,Pensamiento Matemáico,Ratione itaque deleniti aperiam at.,Inactivo,7:15-8:15,2022-06-19
1412,1715b76ef6fc4c558b699acc66b60d70,Lenguaje y Comunicación,Veritatis ab voluptatum minus enim eveniet ullam.,Activo,8:15-9:15,2022-08-17
1413,100d2e43c6124a489aacdd5495874787,Lenguaje y Comunicación,Voluptatem eligendi aliquid molestias voluptas.,Activo,8:15-9:15,2022-07-09
1414,72eeeb9f48484e908fe7a9af3cd33faf,Educación Fisica,Odit eum laboriosam quasi possimus asperiores quas.,Activo,11:00-12:00,2022-07-31
1415,db694b2270ec436e9b32af0c487e2170,Educación SocioEmocional,Fuga perferendis rem sunt possimus.,Activo,11:00-12:00,2022-06-12
1416,50746f9ced454e418566264737a468b4,Pensamiento Matemáico,Exercitationem reprehenderit tempore repellendus voluptatum facilis.,Inactivo,8:15-9:15,2022-07-10
1417,fd50eb32a2694dc6952b951cbc8d8f41,Pensamiento Matemáico,Ipsum vitae dolorum ex suscipit voluptatibus dolorem sunt.,Inactivo,8:15-9:15,2022-07-21
1418,bca31a83f6244badbac7883d03a92329,Exploración y Comprensión del mundo natural y social,Minima minus adipisci eius temporibus veritatis fugit.,Activo,7:15-8:15,2022-07-01
1419,a332cc8400df48c28ec1db35268742d3,Educación Fisica,Rerum nesciunt aperiam ad deserunt ducimus.,Activo,11:00-12:00,2022-07-29
1420,717d002dcd27463abfe58da72f8add71,Educación Fisica,In omnis quaerat ab.,Inactivo,7:15-8:15,2022-06-28
1421,6bc549a5fec44763a9fbb06be03bebd4,Educación Fisica,Vel fuga quae itaque nostrum impedit facere.,Inactivo,7:15-8:15,2022-08-15
1422,f78e65ded7684d50991761bd10dfe192,Exploración y Comprensión del mundo natural y social,Nam doloremque ex laudantium excepturi impedit quos veniam.,Activo,7:15-8:15,2022-07-07
1423,4e203950f2da4066bd76600cac9a1989,Lenguaje y Comunicación,Ex adipisci ipsa reprehenderit.,Activo,8:15-9:15,2022-07-09
1424,2f425837e19e4388b1ca46ccfba0f417,Educación SocioEmocional,Dolore ea expedita modi.,Inactivo,8:15-9:15,2022-07-26
1425,c7a46228ad914da5ba54e9bc678c63a6,Pensamiento Matemáico,Perferendis facere ipsa consequuntur cum.,Activo,9:15-10:15,2022-07-23
1426,c9762b852ddb4864a19a431b1bbebb92,Educación Fisica,Ex nulla omnis voluptatum nostrum cupiditate.,Inactivo,11:00-12:00,2022-06-09
1427,0279e95e92424c62b8a1e5ba2a0dffa7,Artes,Iusto voluptates ipsum excepturi quas consectetur dolorum.,Inactivo,11:00-12:00,2022-06-15
1428,31c5b7870a0b422788ada81b8353d207,Exploración y Comprensión del mundo natural y social,Quas animi sint optio totam molestias.,Activo,8:15-9:15,2022-08-07
1429,f2dab4c745e04982b2421443a60b0b34,Exploración y Comprensión del mundo natural y social,Hic voluptatem corrupti ab tempore.,Activo,8:15-9:15,2022-06-16
1430,06f335cf58a84dada0a001ed9c783ba1,Lenguaje y Comunicación,Illo nobis neque eveniet quisquam alias.,Inactivo,8:15-9:15,2022-07-19
1431,843be222a61843dda356bfa0934198a8,Artes,Facere dignissimos numquam atque consequatur itaque error.,Inactivo,9:15-10:15,2022-06-01
1432,fe18b43567cf43b88197988b8563e6c5,Artes,Ad quos repudiandae vel.,Activo,8:15-9:15,2022-08-15
1433,34d02f82eea14b96a87c8a82fa3f0079,Educación SocioEmocional,Dicta sequi asperiores provident saepe voluptate.,Inactivo,8:15-9:15,2022-07-30
1434,ce298258a8864976a7316838b8c2e213,Pensamiento Matemáico,Dicta tempore laudantium eveniet.,Activo,8:15-9:15,2022-06-21
1435,b93e1cb5af184089b475980379946517,Pensamiento Matemáico,Minus modi asperiores quia.,Activo,7:15-8:15,2022-06-23
1436,0deb99d18e894425b7c63f41af35a5a8,Educación SocioEmocional,Ullam molestias vitae exercitationem ullam ullam.,Inactivo,11:00-12:00,2022-06-07
1437,d5bb80a9d92c4b179c44febe5a18ad6a,Artes,Quod et dolores exercitationem unde distinctio ducimus.,Inactivo,8:15-9:15,2022-08-08
1438,ff2bcc81ca894b9ca22aa289b1e18089,Exploración y Comprensión del mundo natural y social,Ipsa quisquam quisquam veniam earum quibusdam quod.,Inactivo,7:15-8:15,2022-06-27
1439,85f961466cda476ca1acb9aca1199744,Educación Fisica,Dolor laudantium voluptatum.,Inactivo,8:15-9:15,2022-07-31
1440,84ac47fb0d0748fd950fc826b834669e,Pensamiento Matemáico,Non repellendus corporis molestias beatae labore expedita.,Activo,9:15-10:15,2022-06-26
